Total_Stops,Price,Duration_hours,Duration_minutes,month,day,Indigo,Air India,Jet Airways,SpiceJet,Multiple carriers,GoAir,Vistara,Air Asia
3,14714,23,45,6,6,0,0,0,0,1,0,0,0
3,8529,27,40,12,6,0,0,0,0,1,0,0,0
3,5073,4,35,6,4,0,0,0,1,0,0,0,0
4,7229,3,0,4,24,0,0,0,0,1,0,0,0
3,9194,9,15,6,6,0,1,0,0,0,0,0,0
3,11789,7,20,12,6,0,0,0,0,0,1,0,0
4,2017,1,30,12,6,0,0,0,0,0,0,1,0
2,15894,22,0,6,6,0,1,0,0,0,0,0,0
4,3419,2,45,9,5,0,0,0,1,0,0,0,0
2,10368,22,55,9,6,0,0,0,0,1,0,0,0
3,6027,4,50,4,24,0,0,0,1,0,0,0,0
3,7480,12,45,5,18,0,1,0,0,0,0,0,0
3,7189,8,40,12,6,0,0,0,0,0,0,1,0
4,7276,2,45,3,15,0,1,0,0,0,0,0,0
3,15764,16,55,6,3,0,0,0,0,1,0,0,0
3,14714,9,10,6,6,0,0,0,0,1,0,0,0
3,7888,8,30,5,21,0,0,0,0,0,1,0,0
3,10262,20,25,6,6,0,0,0,0,1,0,0,0
2,15318,8,25,5,18,0,0,0,0,1,0,0,0
3,5608,7,15,1,5,0,0,0,0,1,0,0,0
3,12681,9,50,1,4,0,0,0,0,1,0,0,0
2,9417,16,10,6,3,0,1,0,0,0,0,0,0
3,17057,13,55,3,3,0,0,0,0,0,1,0,0
3,12537,8,0,3,27,0,0,0,0,0,1,0,0
2,10651,21,15,5,27,0,1,0,0,0,0,0,0
4,6741,3,10,1,6,0,0,0,0,0,0,0,1
3,10844,26,35,5,24,0,0,0,0,1,0,0,0
2,13381,28,50,5,27,0,1,0,0,0,0,0,0
4,4423,2,45,6,4,0,0,0,1,0,0,0,0
4,5678,1,30,5,27,0,0,0,0,1,0,0,0
2,12719,27,0,5,21,0,0,0,0,1,0,0,0
3,5054,4,35,1,6,0,0,0,1,0,0,0,0
3,7480,23,40,5,24,0,1,0,0,0,0,0,0
4,6961,2,45,3,6,0,1,0,0,0,0,0,0
4,3841,2,30,4,24,0,0,0,0,0,0,1,0
4,3943,3,0,3,6,0,0,0,1,0,0,0,0
4,7229,3,0,3,5,0,0,0,0,1,0,0,0
4,4319,2,50,5,15,0,0,0,0,0,0,1,0
4,4423,2,50,4,24,0,0,0,1,0,0,0,0
3,16079,5,35,5,21,0,0,0,0,1,0,0,0
4,7754,3,0,6,21,0,0,0,0,1,0,0,0
2,10467,20,10,1,6,0,1,0,0,0,0,0,0
3,14714,19,5,3,6,0,0,0,0,1,0,0,0
3,7452,28,20,1,5,0,1,0,0,0,0,0,0
2,13276,29,55,5,21,0,1,0,0,0,0,0,0
2,31783,25,45,1,3,0,1,0,0,0,0,0,0
4,4667,2,15,1,5,0,1,0,0,0,0,0,0
4,7229,2,55,6,15,0,0,0,0,1,0,0,0
2,14237,18,10,6,15,0,0,0,0,1,0,0,0
3,8266,8,55,5,15,0,0,0,0,0,1,0,0
2,13882,19,0,6,24,0,0,0,0,1,0,0,0
4,4823,2,50,6,5,0,0,0,1,0,0,0,0
4,4483,2,50,5,24,1,0,0,0,0,0,0,0
4,6961,2,45,12,6,0,1,0,0,0,0,0,0
3,9663,15,10,12,5,0,0,0,0,1,0,0,0
2,16704,29,20,5,18,0,0,0,0,1,0,0,0
4,4049,1,30,12,5,0,0,0,1,0,0,0,0
4,3807,2,15,3,24,0,0,0,0,0,0,1,0
3,6442,15,40,9,6,0,0,0,1,0,0,0,0
3,7832,24,40,3,15,0,0,0,0,1,0,0,0
3,6442,13,55,6,24,0,0,0,1,0,0,0,0
4,4823,2,50,4,21,0,0,0,1,0,0,0,0
3,13555,23,20,6,3,0,0,0,0,1,0,0,0
3,5135,9,0,6,4,0,0,1,0,0,0,0,0
4,3383,2,50,5,15,1,0,0,0,0,0,0,0
3,5842,6,10,6,15,0,0,1,0,0,0,0,0
2,16704,15,0,5,18,0,0,0,0,1,0,0,0
3,8366,15,5,1,5,0,1,0,0,0,0,0,0
4,1965,1,30,9,5,0,0,0,0,0,0,1,0
4,3873,2,30,6,6,0,0,0,0,0,0,1,0
3,27992,12,20,1,3,0,0,0,0,1,0,0,0
3,10678,7,40,6,6,0,0,0,0,0,1,0,0
3,6824,14,25,3,21,0,1,0,0,0,0,0,0
2,9443,38,15,12,6,0,1,0,0,0,0,0,0
3,13378,12,10,3,21,0,0,0,0,0,1,0,0
4,3943,2,50,1,5,0,0,0,1,0,0,0,0
3,7191,9,35,5,18,0,0,0,1,0,0,0,0
4,3625,2,40,6,27,0,0,0,0,0,0,1,0
3,6841,6,10,5,27,0,0,1,0,0,0,0,0
3,11134,6,30,3,24,0,0,0,0,1,0,0,0
3,14571,25,50,6,6,0,0,0,0,1,0,0,0
1,12346,30,25,1,3,0,1,0,0,0,0,0,0
4,4544,3,0,4,21,0,0,0,0,1,0,0,0
2,13376,13,50,9,6,0,0,0,0,1,0,0,0
3,11087,17,30,12,3,0,0,0,0,1,0,0,0
4,5515,2,30,3,3,0,0,0,0,0,0,1,0
4,4804,2,35,6,27,0,0,0,1,0,0,0,0
4,3597,2,20,12,6,0,0,0,1,0,0,0,0
3,15353,13,15,6,3,0,0,0,0,0,1,0,0
3,9899,9,50,12,6,0,0,0,0,1,0,0,0
3,13817,12,25,12,3,0,0,0,0,1,0,0,0
2,19329,24,35,6,3,0,0,0,0,1,0,0,0
3,16289,5,30,12,6,0,0,0,0,1,0,0,0
3,9663,15,10,5,15,0,0,0,0,1,0,0,0
2,10975,23,40,3,6,0,1,0,0,0,0,0,0
4,4384,2,35,3,18,1,0,0,0,0,0,0,0
3,14714,10,0,12,6,0,0,0,0,1,0,0,0
2,10919,13,50,12,6,0,0,0,0,1,0,0,0
3,14388,14,35,5,21,0,0,0,0,1,0,0,0
3,10877,7,35,6,15,0,0,0,0,0,1,0,0
3,7191,13,30,6,5,0,0,0,1,0,0,0,0
3,6686,8,15,1,5,0,0,1,0,0,0,0,0
3,7530,12,40,3,6,0,0,0,0,0,1,0,0
3,6442,14,55,6,15,0,0,0,1,0,0,0,0
3,10262,27,35,6,27,0,0,0,0,1,0,0,0
3,13817,14,35,12,3,0,0,0,0,1,0,0,0
3,13626,9,30,12,6,0,0,0,0,1,0,0,0
3,14388,15,10,12,5,0,0,0,0,1,0,0,0
4,4804,2,35,4,27,0,0,0,1,0,0,0,0
4,5406,3,5,3,21,0,0,0,1,0,0,0,0
3,4611,4,55,3,4,0,0,0,0,0,0,1,0
3,5069,4,50,9,6,0,0,0,1,0,0,0,0
4,3898,2,55,6,6,0,0,1,0,0,0,0,0
4,2754,1,30,6,6,0,0,0,1,0,0,0,0
3,6943,10,30,5,27,0,0,0,0,0,1,0,0
3,14781,12,30,5,18,0,0,0,0,1,0,0,0
3,16079,6,0,5,21,0,0,0,0,1,0,0,0
4,8033,2,50,3,15,0,0,0,1,0,0,0,0
3,6953,7,35,3,27,0,0,0,0,0,1,0,0
4,4823,2,55,12,5,0,0,0,1,0,0,0,0
4,4174,2,35,9,4,0,0,0,1,0,0,0,0
2,12819,29,35,6,27,0,0,0,0,1,0,0,0
3,9663,7,30,5,15,0,0,0,0,1,0,0,0
4,3841,2,35,3,5,0,0,0,0,0,0,1,0
4,5000,3,15,6,27,0,0,0,1,0,0,0,0
2,13366,16,20,1,3,0,1,0,0,0,0,0,0
3,12395,18,50,6,3,0,0,0,0,0,0,0,1
3,7452,28,20,5,15,0,1,0,0,0,0,0,0
3,15554,23,15,5,18,0,0,0,0,1,0,0,0
3,13067,22,5,6,5,0,0,0,0,1,0,0,0
4,6565,2,35,1,3,0,0,0,1,0,0,0,0
4,1965,1,30,5,24,0,0,0,0,0,0,1,0
4,3332,2,35,3,27,0,0,0,0,0,0,1,0
3,6208,4,45,3,21,0,0,0,1,0,0,0,0
3,11161,28,50,3,18,0,1,0,0,0,0,0,0
2,12224,27,45,12,6,0,1,0,0,0,0,0,0
3,9663,17,5,1,5,0,0,0,0,1,0,0,0
3,12284,6,20,3,18,0,0,0,0,1,0,0,0
3,7480,16,5,5,27,0,1,0,0,0,0,0,0
3,17024,9,10,6,3,0,0,0,0,1,0,0,0
3,14151,22,45,6,6,0,0,0,0,1,0,0,0
4,4804,2,35,6,21,0,0,0,1,0,0,0,0
3,6069,5,0,5,18,0,0,0,1,0,0,0,0
3,6065,15,15,3,21,0,0,0,0,0,0,0,1
3,14151,13,20,5,18,0,0,0,0,1,0,0,0
3,14231,17,5,3,24,0,0,0,0,1,0,0,0
3,12395,17,45,6,3,0,0,0,0,0,0,0,1
3,5636,5,25,4,24,0,0,0,1,0,0,0,0
3,5232,5,20,6,4,0,1,0,0,0,0,0,0
3,14714,14,25,1,6,0,0,0,0,1,0,0,0
4,3850,2,20,6,5,0,0,0,1,0,0,0,0
3,7258,15,55,5,27,0,1,0,0,0,0,0,0
3,17471,22,55,6,3,0,0,0,0,1,0,0,0
4,4423,2,55,9,5,0,0,0,0,0,0,1,0
4,2227,1,30,6,18,0,0,0,1,0,0,0,0
3,13377,15,30,6,24,0,0,0,0,0,1,0,0
4,8016,3,0,12,6,0,0,0,0,1,0,0,0
3,5626,26,0,9,3,0,1,0,0,0,0,0,0
4,6860,2,50,3,21,0,0,0,1,0,0,0,0
3,6628,6,55,1,6,0,0,0,1,0,0,0,0
3,11627,23,35,6,6,0,0,0,0,1,0,0,0
4,4174,2,30,9,6,0,0,0,0,0,0,1,0
3,14714,10,10,1,6,0,0,0,0,1,0,0,0
3,14151,11,30,12,5,0,0,0,0,1,0,0,0
3,12898,27,0,5,27,0,0,0,0,1,0,0,0
3,12373,6,35,5,18,0,0,0,0,1,0,0,0
4,3943,2,50,6,18,0,0,0,1,0,0,0,0
2,7870,8,20,9,6,1,0,0,0,0,0,0,0
4,8016,3,5,6,18,0,0,0,0,1,0,0,0
2,10975,20,20,5,15,0,1,0,0,0,0,0,0
4,3850,2,20,5,27,0,0,0,1,0,0,0,0
4,4804,2,45,6,18,0,0,0,1,0,0,0,0
3,15554,7,35,9,3,0,0,0,0,1,0,0,0
4,4465,2,40,3,18,0,0,0,0,0,0,1,0
3,11841,12,55,9,6,0,0,0,0,1,0,0,0
3,19332,11,15,9,3,0,0,0,0,0,1,0,0
4,3841,2,30,6,21,0,0,0,0,0,0,1,0
4,4591,2,50,12,4,0,0,0,1,0,0,0,0
3,5192,4,50,5,24,0,0,0,1,0,0,0,0
3,10577,18,20,9,6,0,0,0,0,1,0,0,0
2,15129,8,55,5,18,0,0,0,0,1,0,0,0
3,11789,13,0,6,6,0,0,0,0,0,1,0,0
3,8372,10,40,6,15,0,1,0,0,0,0,0,0
3,8266,13,15,9,5,0,0,0,0,0,1,0,0
3,14781,13,20,6,5,0,0,0,0,1,0,0,0
4,5613,2,35,4,21,0,0,0,0,0,0,0,1
4,7229,2,55,4,24,0,0,0,0,1,0,0,0
3,6093,12,30,6,24,0,0,0,1,0,0,0,0
2,15544,7,5,5,21,0,0,0,0,1,0,0,0
3,6296,6,10,5,18,0,0,1,0,0,0,0,0
4,4804,2,45,4,27,0,0,0,1,0,0,0,0
4,4284,2,50,3,18,1,0,0,0,0,0,0,0
3,6558,14,45,3,21,0,0,0,1,0,0,0,0
3,5775,5,45,6,24,0,0,0,1,0,0,0,0
4,3543,2,15,6,21,0,0,0,0,0,0,1,0
3,17024,8,55,6,3,0,0,0,0,1,0,0,0
4,4050,1,25,9,6,0,0,0,0,1,0,0,0
2,14219,33,15,6,3,0,1,0,0,0,0,0,0
3,26890,6,45,1,3,0,0,0,0,1,0,0,0
2,9653,23,30,6,15,0,1,0,0,0,0,0,0
4,3943,2,45,6,21,0,0,0,1,0,0,0,0
3,10844,26,15,5,18,0,0,0,0,1,0,0,0
3,8849,7,30,1,4,0,0,0,0,1,0,0,0
4,2754,1,30,12,6,0,0,0,1,0,0,0,0
2,10756,36,25,3,21,0,1,0,0,0,0,0,0
3,14151,28,5,5,21,0,0,0,0,1,0,0,0
3,9899,12,20,12,6,0,0,0,0,1,0,0,0
3,12242,6,25,3,21,0,0,0,0,1,0,0,0
2,10368,17,5,9,6,0,0,0,0,1,0,0,0
4,5755,1,30,5,24,0,0,0,1,0,0,0,0
3,10262,10,10,6,15,0,0,0,0,1,0,0,0
3,6643,8,40,6,6,0,0,0,0,0,0,1,0
3,9845,13,30,3,21,0,0,0,0,0,1,0,0
3,11134,17,5,3,24,0,0,0,0,1,0,0,0
3,5583,5,15,1,6,0,0,0,0,0,0,1,0
3,6069,5,0,5,15,0,0,0,1,0,0,0,0
3,13817,14,35,12,3,0,0,0,0,1,0,0,0
2,10283,38,15,6,3,0,1,0,0,0,0,0,0
3,7795,11,15,3,24,0,1,0,0,0,0,0,0
3,13977,7,20,9,3,0,0,0,0,0,1,0,0
4,6038,2,40,3,3,0,0,0,1,0,0,0,0
4,5601,3,15,5,21,0,0,0,1,0,0,0,0
3,12351,13,30,9,3,0,0,0,1,0,0,0,0
4,6094,2,50,4,15,0,1,0,0,0,0,0,0
3,7575,8,40,5,15,0,0,0,0,0,1,0,0
3,16079,6,35,5,27,0,0,0,0,1,0,0,0
3,10262,23,45,6,15,0,0,0,0,1,0,0,0
3,13470,5,40,9,6,1,0,0,0,0,0,0,0
4,8016,2,55,6,27,0,0,0,0,1,0,0,0
3,16289,24,35,9,3,0,0,0,0,1,0,0,0
3,10262,8,40,6,6,0,0,0,0,1,0,0,0
4,4823,2,55,6,27,0,0,0,1,0,0,0,0
4,5403,2,50,9,4,0,0,0,0,0,0,0,1
3,12373,25,30,5,18,0,0,0,0,1,0,0,0
3,13552,8,15,6,3,0,0,0,0,0,0,1,0
3,10844,12,20,9,5,0,0,0,0,1,0,0,0
2,22619,14,5,6,3,0,1,0,0,0,0,0,0
3,8625,8,40,5,27,0,0,0,0,0,1,0,0
4,4777,2,45,3,24,0,0,0,1,0,0,0,0
4,5000,3,15,6,21,0,0,0,1,0,0,0,0
2,21954,24,35,6,3,0,0,0,0,1,0,0,0
3,11627,16,55,3,6,0,0,0,0,1,0,0,0
3,13731,14,35,5,24,0,0,0,0,1,0,0,0
4,3943,2,50,3,4,0,0,0,1,0,0,0,0
3,6992,14,5,3,21,0,0,0,0,1,0,0,0
3,13941,9,45,6,5,0,0,0,0,1,0,0,0
3,14924,11,0,12,6,0,0,0,0,1,0,0,0
3,18371,10,20,6,27,0,0,0,0,1,0,0,0
4,7295,2,20,3,3,0,0,0,1,0,0,0,0
3,9292,23,40,9,3,0,1,0,0,0,0,0,0
3,13941,12,15,1,5,0,0,0,0,1,0,0,0
3,4150,5,35,3,24,0,0,0,1,0,0,0,0
3,12681,27,35,1,4,0,0,0,0,1,0,0,0
4,5601,3,15,3,6,0,0,0,1,0,0,0,0
2,14960,23,5,5,21,0,1,0,0,0,0,0,0
3,13377,9,30,6,6,0,0,0,0,0,1,0,0
4,3342,1,25,3,21,0,0,0,1,0,0,0,0
4,8016,2,55,6,6,0,0,0,0,1,0,0,0
3,16736,17,15,6,3,0,0,0,0,1,0,0,0
3,10031,22,30,3,24,0,0,0,0,1,0,0,0
3,7258,11,45,4,21,0,1,0,0,0,0,0,0
4,4030,2,45,5,15,0,0,0,0,1,0,0,0
2,13381,28,50,6,24,0,1,0,0,0,0,0,0
2,16704,29,20,5,24,0,0,0,0,1,0,0,0
3,13587,12,0,6,24,0,0,0,0,0,1,0,0
4,5678,1,25,5,24,0,0,0,0,1,0,0,0
3,7064,26,50,1,4,0,0,0,0,1,0,0,0
4,2754,1,30,3,6,0,0,0,1,0,0,0,0
4,4668,2,50,1,5,0,0,0,0,0,0,0,1
4,4107,2,30,6,21,1,0,0,0,0,0,0,0
3,5894,16,5,12,6,0,0,0,1,0,0,0,0
3,10262,10,55,6,6,0,0,0,0,1,0,0,0
3,13941,15,45,9,5,0,0,0,0,1,0,0,0
3,6451,14,25,4,27,1,0,0,0,0,0,0,0
2,10975,23,40,6,27,0,1,0,0,0,0,0,0
2,14746,19,40,6,3,0,1,0,0,0,0,0,0
3,11410,10,25,6,6,1,0,0,0,0,0,0,0
4,3841,2,35,1,5,0,0,0,0,0,0,1,0
2,13381,24,50,3,6,0,1,0,0,0,0,0,0
3,15078,14,0,9,5,0,0,0,0,0,1,0,0
3,8891,9,5,9,5,0,1,0,0,0,0,0,0
3,7757,20,0,9,5,0,0,0,0,1,0,0,0
4,4441,3,0,9,4,0,1,0,0,0,0,0,0
3,10031,22,25,3,24,0,0,0,0,1,0,0,0
4,4823,2,50,12,4,0,0,0,1,0,0,0,0
3,8576,9,5,5,24,0,1,0,0,0,0,0,0
3,11087,19,35,12,3,0,0,0,0,1,0,0,0
3,12373,26,35,5,18,0,0,0,0,1,0,0,0
2,11432,20,10,5,21,0,1,0,0,0,0,0,0
4,3175,1,30,6,15,0,0,0,1,0,0,0,0
4,4804,2,45,12,5,0,0,0,1,0,0,0,0
2,13014,26,55,6,27,0,0,0,0,1,0,0,0
3,7563,15,10,6,3,0,0,0,0,0,1,0,0
4,3873,2,25,6,27,0,0,0,0,0,0,1,0
3,6282,13,0,5,21,0,0,0,1,0,0,0,0
3,11200,10,30,1,6,0,0,0,0,0,1,0,0
4,5613,2,45,4,24,0,0,0,0,0,0,0,1
4,5601,3,15,9,6,0,0,0,1,0,0,0,0
3,10262,22,35,6,15,0,0,0,0,1,0,0,0
4,14306,2,55,1,3,0,0,0,1,0,0,0,0
3,7064,24,45,1,4,0,0,0,0,1,0,0,0
3,18371,11,55,6,27,0,0,0,0,1,0,0,0
2,13591,23,0,5,18,0,1,0,0,0,0,0,0
2,18275,7,40,12,6,0,0,0,0,0,1,0,0
4,3749,2,50,5,27,0,0,0,1,0,0,0,0
2,6810,8,20,6,6,1,0,0,0,0,0,0,0
3,7485,9,20,5,21,0,0,0,0,0,1,0,0
4,5510,2,30,5,27,0,1,0,0,0,0,0,0
3,10262,10,10,3,6,0,0,0,0,1,0,0,0
3,6723,9,0,6,24,0,0,0,0,0,1,0,0
3,8307,7,30,3,21,0,0,0,0,0,1,0,0
3,6146,7,40,4,21,0,0,1,0,0,0,0,0
2,15129,23,10,5,27,0,0,0,0,1,0,0,0
3,14388,5,30,1,5,0,0,0,0,1,0,0,0
4,4544,2,45,6,4,0,0,0,0,1,0,0,0
4,5198,2,55,12,4,0,0,0,0,1,0,0,0
3,7503,16,15,5,18,0,0,0,1,0,0,0,0
3,12314,4,30,1,3,0,0,1,0,0,0,0,0
3,8372,6,15,5,15,0,1,0,0,0,0,0,0
3,14781,7,5,5,21,0,0,0,0,1,0,0,0
4,8016,3,0,6,24,0,0,0,0,1,0,0,0
4,6297,2,20,12,3,0,0,0,1,0,0,0,0
3,14388,24,55,1,5,0,0,0,0,1,0,0,0
3,6393,6,10,1,6,0,0,1,0,0,0,0,0
3,14939,12,55,9,6,0,0,0,0,1,0,0,0
3,14781,11,25,5,21,0,0,0,0,1,0,0,0
3,14871,13,30,6,3,0,0,0,1,0,0,0,0
4,4319,2,50,6,4,0,0,0,0,0,0,1,0
3,13067,16,45,5,15,0,0,0,0,1,0,0,0
3,26890,15,20,1,3,0,0,0,0,1,0,0,0
3,9134,6,15,3,15,0,0,0,0,1,0,0,0
4,3943,3,0,3,4,0,0,0,1,0,0,0,0
3,8879,12,15,6,24,0,1,0,0,0,0,0,0
3,14571,17,5,5,24,0,0,0,0,1,0,0,0
4,5644,2,35,6,15,0,0,0,1,0,0,0,0
3,9663,22,10,9,6,0,0,0,0,1,0,0,0
3,14571,9,30,9,6,0,0,0,0,1,0,0,0
4,3971,2,55,9,6,0,0,0,0,0,0,1,0
3,17024,9,50,6,3,0,0,0,0,1,0,0,0
4,3841,2,30,5,15,0,0,0,0,0,0,1,0
3,12898,23,15,5,27,0,0,0,0,1,0,0,0
2,13376,13,50,6,6,0,0,0,0,1,0,0,0
2,9905,15,10,6,15,0,0,0,0,1,0,0,0
3,13587,13,0,6,15,0,0,0,0,0,1,0,0
3,7740,15,0,6,24,0,0,0,0,0,1,0,0
3,9794,6,35,5,21,0,0,0,0,0,1,0,0
3,17471,22,30,6,3,0,0,0,0,1,0,0,0
2,15129,14,40,9,3,0,0,0,0,1,0,0,0
3,11467,28,50,1,5,0,0,0,0,1,0,0,0
3,6528,24,0,12,6,0,1,0,0,0,0,0,0
3,8266,11,45,6,27,0,0,0,0,0,1,0,0
3,6442,15,40,6,3,0,0,0,1,0,0,0,0
3,10262,13,45,12,6,0,0,0,0,1,0,0,0
4,17501,1,25,1,3,0,0,0,0,1,0,0,0
4,8273,2,45,5,24,0,1,0,0,0,0,0,0
2,10703,24,45,3,21,0,1,0,0,0,0,0,0
3,8510,15,30,6,15,0,0,0,0,0,1,0,0
4,2754,1,30,3,15,0,0,0,1,0,0,0,0
4,2227,1,30,5,18,0,0,0,1,0,0,0,0
2,18275,7,40,6,27,0,0,0,0,0,1,0,0
3,6356,4,30,4,21,0,0,0,0,0,0,1,0
3,14781,6,40,5,15,0,0,0,0,1,0,0,0
2,13029,26,55,5,27,0,0,0,0,1,0,0,0
4,4340,2,50,1,5,0,0,1,0,0,0,0,0
2,12224,20,15,12,6,0,1,0,0,0,0,0,0
3,10844,25,45,5,24,0,0,0,0,1,0,0,0
4,4174,2,45,4,15,0,0,0,1,0,0,0,0
2,14887,29,55,1,3,0,1,0,0,0,0,0,0
3,12853,10,15,9,4,0,0,0,0,0,1,0,0
4,3383,2,45,5,15,1,0,0,0,0,0,0,0
4,11111,2,55,1,3,0,0,1,0,0,0,0,0
4,7229,3,0,1,4,0,0,0,0,1,0,0,0
4,4030,3,0,6,5,0,0,0,0,1,0,0,0
3,14871,10,35,3,3,0,0,0,1,0,0,0,0
3,12898,8,40,5,27,0,0,0,0,1,0,0,0
3,14533,7,45,5,18,0,0,0,0,0,1,0,0
3,7258,14,35,6,6,0,1,0,0,0,0,0,0
3,4812,4,30,1,4,0,0,0,0,0,0,1,0
3,12384,11,30,9,5,0,0,0,0,1,0,0,0
2,8603,19,40,6,6,0,1,0,0,0,0,0,0
2,8603,7,15,6,6,0,1,0,0,0,0,0,0
3,14231,9,30,3,24,0,0,0,0,1,0,0,0
3,11410,10,25,1,6,1,0,0,0,0,0,0,0
2,12725,24,35,12,3,0,1,0,0,0,0,0,0
2,13292,27,0,9,6,0,0,0,0,1,0,0,0
4,3873,2,35,4,24,0,0,0,0,0,0,1,0
4,3850,2,20,6,15,0,0,0,1,0,0,0,0
3,8479,7,15,9,6,0,0,0,0,0,0,1,0
3,14151,14,0,5,24,0,0,0,0,1,0,0,0
4,5228,2,45,4,24,0,1,0,0,0,0,0,0
3,9397,25,55,9,6,0,0,0,0,0,0,0,1
4,4995,1,25,6,18,0,0,0,0,1,0,0,0
4,4282,2,50,3,4,1,0,0,0,0,0,0,0
2,10697,13,30,5,21,0,1,0,0,0,0,0,0
3,9314,28,50,5,21,0,0,0,0,1,0,0,0
4,3540,2,25,6,27,0,0,0,1,0,0,0,0
2,9443,26,35,12,6,0,1,0,0,0,0,0,0
3,15147,8,0,6,3,0,0,0,0,0,1,0,0
4,8016,3,0,6,27,0,0,0,0,1,0,0,0
4,2437,1,30,5,24,0,0,0,1,0,0,0,0
3,6104,14,55,5,27,0,0,0,1,0,0,0,0
4,1965,1,30,6,6,0,0,0,0,0,0,1,0
3,7408,8,0,12,6,0,0,0,0,0,1,0,0
4,4049,1,30,6,18,0,0,0,1,0,0,0,0
4,8016,3,0,1,6,0,0,0,0,1,0,0,0
3,10197,12,0,9,5,0,0,0,0,0,1,0,0
3,10844,11,5,1,5,0,0,0,0,1,0,0,0
3,12692,26,10,9,6,0,0,0,0,1,0,0,0
3,14781,7,55,6,5,0,0,0,0,1,0,0,0
3,7335,8,15,5,24,0,0,1,0,0,0,0,0
4,7229,3,0,5,27,0,0,0,0,1,0,0,0
4,4353,2,55,3,24,0,0,0,0,0,0,0,1
3,13941,12,15,5,18,0,0,0,0,1,0,0,0
3,12295,4,40,12,3,0,0,0,0,1,0,0,0
3,12898,13,45,5,27,0,0,0,0,1,0,0,0
3,7927,15,30,9,5,0,0,0,0,0,0,0,1
4,4483,2,50,4,15,1,0,0,0,0,0,0,0
3,19225,6,45,6,3,0,0,0,0,1,0,0,0
3,4692,6,10,4,24,0,0,1,0,0,0,0,0
3,13555,12,5,3,18,0,0,0,0,1,0,0,0
3,6270,10,30,9,4,0,0,0,1,0,0,0,0
3,13584,21,25,6,5,0,0,0,0,1,0,0,0
2,13180,26,40,3,21,0,0,0,0,1,0,0,0
3,14151,21,35,12,5,0,0,0,0,1,0,0,0
4,6216,3,10,12,5,0,0,0,0,0,0,0,1
3,15135,11,20,3,3,0,0,0,0,0,1,0,0
3,15136,9,30,6,3,0,0,0,0,0,1,0,0
3,10262,16,45,6,27,0,0,0,0,1,0,0,0
3,12384,12,30,5,18,0,0,0,0,1,0,0,0
3,9314,9,35,1,4,0,0,0,0,1,0,0,0
3,9314,25,0,6,5,0,0,0,0,1,0,0,0
3,10454,10,15,1,6,0,1,0,0,0,0,0,0
3,8372,8,40,5,18,0,1,0,0,0,0,0,0
3,11848,8,40,9,3,0,0,0,0,1,0,0,0
3,6416,12,30,1,6,0,0,0,1,0,0,0,0
4,3342,1,30,1,4,0,0,0,1,0,0,0,0
2,10118,24,55,6,6,0,0,0,0,1,0,0,0
2,14960,19,45,12,6,0,1,0,0,0,0,0,0
3,6818,11,5,6,15,0,0,0,1,0,0,0,0
4,5510,2,30,12,6,0,1,0,0,0,0,0,0
3,14388,26,50,5,21,0,0,0,0,1,0,0,0
3,7038,7,35,3,6,0,0,0,0,0,1,0,0
3,8266,10,30,9,5,0,0,0,0,0,1,0,0
2,14300,24,40,6,27,0,0,0,0,1,0,0,0
3,8366,22,30,9,5,0,1,0,0,0,0,0,0
3,17261,11,35,6,3,0,0,0,0,1,0,0,0
3,8452,25,55,6,6,0,0,0,0,0,0,0,1
3,8567,5,20,1,4,0,0,0,1,0,0,0,0
3,9646,15,25,6,15,0,0,0,0,0,1,0,0
2,8341,21,15,9,4,0,1,0,0,0,0,0,0
3,12373,25,30,9,5,0,0,0,0,1,0,0,0
4,3543,2,20,6,21,0,0,0,0,0,0,1,0
3,13994,6,35,9,6,0,0,0,0,1,0,0,0
4,4777,2,50,3,24,0,0,0,1,0,0,0,0
3,7038,7,35,1,6,0,0,0,0,0,1,0,0
4,3175,1,30,3,4,0,0,0,1,0,0,0,0
3,7408,11,0,9,6,0,0,0,0,0,1,0,0
4,3943,3,0,6,15,0,0,0,1,0,0,0,0
3,15974,20,25,6,3,0,0,0,0,1,0,0,0
4,3873,2,35,5,27,0,0,0,0,0,0,1,0
4,4423,2,50,4,15,0,0,0,1,0,0,0,0
2,15129,18,45,5,27,0,0,0,0,1,0,0,0
3,8285,12,35,3,21,0,0,0,1,0,0,0,0
4,3100,1,20,6,6,0,1,0,0,0,0,0,0
2,25430,24,35,1,3,0,1,0,0,0,0,0,0
4,2385,1,20,3,18,0,0,0,0,0,0,1,0
3,11316,7,15,6,6,0,0,0,0,1,0,0,0
3,10262,16,45,6,15,0,0,0,0,1,0,0,0
2,7662,7,25,5,24,0,1,0,0,0,0,0,0
3,14231,26,45,3,24,0,0,0,0,1,0,0,0
3,6838,11,45,9,6,0,0,0,1,0,0,0,0
2,13376,21,40,6,15,0,0,0,0,1,0,0,0
3,10262,28,0,6,24,0,0,0,0,1,0,0,0
3,8574,8,0,3,27,0,0,0,1,0,0,0,0
3,7832,10,15,9,3,0,0,0,0,1,0,0,0
3,12192,15,10,6,24,0,0,0,0,0,1,0,0
4,4050,1,30,6,15,0,0,0,0,1,0,0,0
4,6722,2,55,12,4,0,0,1,0,0,0,0,0
3,10844,20,20,9,6,0,0,0,0,1,0,0,0
3,7408,14,0,6,15,0,0,0,0,0,1,0,0
